GlobalID,Observer,Study Site,Date,Time,Microbrand,Frequency,Treatment Group,Same location as last location?,EastingNAD83,NorthingNAD83,TI,T2,Status,Habitat Type,GPS Accuracy (m),Estimation Quantifiers,Visible?,Position,Snake  % in sun,Snake to water distance (m),Snake to debris pile distance (m),Snake to water control distance (m),Snake to terr imped distance (m),Activity,Substrate,Disturb before located?,Disturb after located?,Wind,Weather,Air Temp,Substrate Temp,Water Temp,Confidence in hab/veg?,Habitat%WATER,Habitat%FLOATING,Habitat%SUBMERGENT,Habitat%EMERGENT,Habitat%TERRESTRIAL,Habitat%LITTER,Habitat%ROCK/RIP RAP,Habitat%BARE GROUND,Habitat%TOTAL,Veg%DUCKWEED,Veg%AZOLA,Veg%ALGAE,Veg%COONTAIL,Veg%PONDWEED,Veg%MILFOIL,Veg%TULE,TULE height,Veg%CATTAIL,CATTAIL height,Veg%SEDGE,SEDGE height,Veg%RUSH,RUSH height,Veg%PARROT FEATHER,PARROT FEATHER height,Veg%PRIMROSE,PRIMROSE height,Veg%SMARTWEED,SMARTWEED height,Veg%ARROWHEAD,ARROWHEAD height,Veg%RICE,RICE height,Veg%WATERGRASS,WATERGRASS height,Veg%SPRANGLETOP,SPRANGLETOP height,Veg%WATER HYACINTH,WATER HYACINTH height,Veg%HORSETAIL,HORSETAIL height,Veg%TURF GRASS,TURF GRASS height,Veg%BUNCH GRASS,BUNCH GRASS height,Veg%SINGLE STEM,SINGLE STEM height,Veg%WEEDY DICOT,WEEDY DICOT height,Veg%SHRUB,SHRUB height,Veg%BLACKBERRY,BLACKBERRY height,Veg%GRAPE,GRAPE height,Veg%OTHER,OTHER height,Veg%TOTAL,Notes,
,Allie_Essert,Natomas,8/26/2019,11:06 AM,13121,164.8795,CanalResident,no,626168,4287194,20.58,20.55,Release,,3,exact,,,,,,,,,,,,Light_Air,Sunny/Clear,32,32,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Allie_Essert,Natomas,8/26/2019,11:24 AM,13078,164.5015,CanalResident,no,626817,4287989,17.13,17.22,Alive,IrrigCanal,3,exact,no,Unknown,Unknown,1,,,20,NotMoving,"4_Underground, 6_HiddenUnderVeg",no,no,Calm,Sunny/Clear,32,32,25,100,0,0,0,5,40,55,30,0,100,0,0,0,0,0,0,0,0,0,0,10,15to50cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,50to100cm,10,50to100cm,0,0,0,0,0,0,0,0,0,0,
,Allie_Essert,Natomas,9/11/2019,12:11 PM,13121,164.8795,,yes,626139,4287698,24.215,24.05,alive,irrigcanal,3,exact,yes,sprawled,0%,0,,7,,moving,7_WaterSurface,no,no,Light_Air,clear,24,17,17,100,70,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,in weird location,
,Allie_Essert,Natomas,9/11/2019,12:46 PM,2462,165.5895,,no,627266,4287725,25.8,25.6,release,,,exact,yes,,,,,,,,,,,light_breeze,clear,26,30,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Allie_Essert,Natomas,9/11/2019,11:28,2818,166.9951,,no,626846,4286932,20.58,20.56,alive,IrrigCanal,3,exact,no,Unknown,0,2,,8,12,not moving,4_underground,no,no,light_breeze,clear,24,26,18,80,0,0,0,0,50,30,20,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,50-100cm,0,0,0,0,0,0,0,0,0,by real estate sign,
,Allie_Essert,Natomas,9/11/2019,11:50,13151,165.7527,,no,626815,4288166,19.45,19.4,alive,IrrigCanal,3,exact,yes,partly coiled,10,2,,30,25,not moving,5_partly underground,no,no,light_breeze,clear,24,26,18,100,0,0,0,0,50,30,0,20,100,0,0,0,0,0,0,0,0,0,0,40,15-50cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,50-100cm,0,0,0,0,0,0,0,0,100,rice road,
,Allie_Essert,Natomas,9/11/2019,1:46 PM,13115,165.1754,,yes,629364,4288053,19.03,19,alive,Fwmarsh,3,exact,no,Unknown,Unknown,1,,,,not moving,6_HiddenUnderVeg,no,no,light_breeze,clear,27,27,21,80,10,0,0,50,0,40,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Allie_Essert,Natomas,9/11/2019,3:01 PM,2829,164.3066,,no,629602,4207965,16.36,16.41,alive,FWmarsh,3,exact,no,unkown,unkown,2,,,,not moving,3_VegONOrOverWater,no,no,light_air,clear,30,29,24,80,10,0,0,40,0,50,0,0,100,0,0,0,0,0,0,100,greater than 100cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,in central area of BKS 2 wet… cannot read second half of the last word,
,Allie_Essert,Natomas,9/12/2019,10:27 AM,2856,164.508,,no,625304,4279102,17.28,17.26,alive,Fwmarsh,3,exact,yes,partly coiled,60,2,,,,notMoving,3_VegONOrOverWater,no,no,light_air,clear,24,24,23,100,20,0,0,50,0,30,0,0,100,0,0,0,0,0,0,85,greater than 100cm,15,greater than 100cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,same wetland moved SE,
,Allie_Essert,Natomas,9/12/2019,11:17 AM,2941,166.7578,,no,624986,4278903,21.48,21.46,alive,terrestrial,3,exact,no,unkown,unkown,5,,40,,not moving,4_underground,no,no,light_breeze,clear,27,26,21,100,0,0,0,0,0,10,90,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,moved south to next terrestrial area in rip rap,
,Allie_Essert,Natomas,9/12/2019,11:38 AM,2553,164.0822,,yes,625087,428640,18.73,18.61,alive,FWmarsh,3,exact,no,unknown,0,5,,,,not moving,4_underground,no,no,light_breeze,clear,27,26,22,100,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Allie_Essert,Natomas,9/12/2019,12:02 PM,2772,165.8006,,no,625723,4277761,19.42,19.48,alive,terrestrial,3,less than 10m,no,unkown,unkown,20,,,,not moving,"4_Underground, 6_HiddenUnderVeg",no,no,light_breeze,clear,27,27,24,80,0,0,0,10,55,30,0,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,greater than 100cm,0,0,0,0,0,0,0,0,0,0,40,15-50cm,40,50-100cm,0,0,0,0,0,0,0,0,100,moved back into southern fenced area,
,Allie_Essert,Natomas,9/16/2019,11:37 AM,13013,166.9325,,no,630298,4288343,22.6,22.6,alive,FWmarsh,3,lessthan 10m,no,unkown,unknown,1,,,,not moving,3_VegONOrOverWater,no,no,light_breeze,less than 50% cloud,18,18,20,80,10,10,0,30,0,50,0,0,100,10,0,0,0,0,0,90,greater than 100cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,tule across. Turn w.c. NC E Site,
,Allie_Essert,Natomas,9/16/2019,11:04 AM,13090,165.9013,,yes,630397,4288352,28,28.06,alive,FWmarsh,3,lessthan 10m,no,unknown,unkown,2,46,46,,not moving,"3_VegONOrOverWater, 6_HiddenUnderVeg",no,no,light_breeze,less than 50% cloud,18,18,20,70,10,0,0,60,0,30,0,0,100,0,0,0,0,0,0,100,greater than 100cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,
,Allie_Essert,Natomas,9/16/2019,10:39 AM,2970,165.0515,,yes,630341,4288329,22.7,22.52,alive(?),FWmarsh,3,lessthan 10m,no,unknown,unknown,1,20,15,,not moving,"3_VegONOrOverWater, 6_HiddenUnderVeg",no,no,gentle breeze,less than 50% cloud,18,20,20,80,10,0,0,70,0,20,0,0,100,0,0,0,0,0,0,70,greater than 100cm,0,0,0,0,30,greater than 100cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,
,Allie_Essert,Natomas,9/16/2019,1:06 PM,13012,165.014,,no,630444,4287867,21.06,21.25,alive,FWmarsh,3,lessthan 10m,no,unknown,unknown,5,,20,,not moving,6_HiddenUnderVeg,no,no,light_air,less than 50% cloud,24,24,21,90,0,0,0,70,0,30,0,0,100,0,0,0,0,0,0,100,greater than 100cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,moved into tule,
,Allie_Essert,Natomas,9/16/2019,12:11,13060,164.7808,,no,630913,4287885,21.02,21.12,alive,FWmarsh,3,exact,no,unknown,0,3,,2,,not moving,4_underground,no,no,gentle breeze,less than 50% cloud,23,21,21,100,0,0,0,10,10,20,60,0,100,0,0,0,0,0,0,50,greater than 100cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,15-50cm,0,0,0,0,0,0,0,0,0,0,100,E part SWC,
,Allie_Essert,Natomas,9/16/2019,12:29 PM,13066,165.6773,,no,630378,4287875,22.96,22.85,alive,FWmarsh,3,exact,yes,unknown,0-10,0,,0,,moving then not moving,"7_WaterSurface, 8_underwater",no,no,gentle breeze,less than 50% cloud,23,21,21,100,30,10,0,0,,30,30,0,100,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,moved to w.c. by water pipe swc,
,Allie_Essert,Natomas,9/16/2019,2:00 PM,2831,166.6686,,no,630207,4288077,22.05,21.95,alive,FWmarsh,3,lessthan 10m,no,unknown,unknown,0,,,,moving,"3_VegONOrOverWater, 7_WaterSurface",no,no,gentle breeze,less than 50% cloud,21,22,22,60,10,10,0,60,0,20,0,0,100,20,0,0,0,0,0,80,greater than 100cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,reciever acting weird. Moved to N area sc 1,
,Allie_Essert,Natomas,9/16/2019,12:42 PM,2891A,164.3583,,no,630420,4287914,22.45,22.61,alive,FWmarsh,3,exact,yes,sprawled,90,4,35,20,,not moving,"3_VegONOrOverWater, 6_HiddenUnderVeg",no,no,gentle breeze,less than 50% cloud,23,23,21,100,0,0,0,50,0,50,0,0,100,0,0,0,0,0,0,100,greater than 100cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,by capture location,
,Allie_Essert,Natomas,9/16/2019,1:32 PM,2870B,164.9892,,no,630219,4287951,20,20.13,alive,FWmarsh,3,lessthan 10m,no,unknown,unknown,4,,,,not moving,"3_VegONOrOverWater, 6_HiddenUnderVeg",no,no,light_breeze,clear,22,21,22,90,0,0,0,60,0,40,0,0,100,0,0,0,0,0,0,100,greater than 100cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,moved NE into wetland,
,Allie_Essert,Natomas,9/16/2019,4:00 PM,13115,165.1762,,no,629401,4288062,22.35,23.5,alive?,FWmarsh,3,11-20m,no,unknown,unkown,0,,,,not moving,8_UnderWater,no,no,gentle breeze,less than 50% cloud,22,22,22,80,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,center of BKS 2,
,Allie_Essert,Natomas,9/16/2019,3:20 PM,2829,164.3063,,no,639712,4288081,17.75,17.89,alive,Rip Rap,3,lessthan 10m,no,unknown,unknown,1,,9,,not moving,"3_VegONOrOverWater, 6_HiddenUnderVeg",no,no,gentle breeze,less than 50% cloud,23,23,23,90,5,0,0,40,0,55,0,0,100,0,0,0,0,0,0,100,greater than 100cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,moved to far BKS 2,0
,Allie_Essert,Natomas,9/17/2019,10:17 AM,2941,166.758,,no,2941,4278904,20.88,21.05,alive,Fwmarsh,3,exact,no,unknown,unknown,5,,40,,not moving,4_Underground,no,no,light_breeze,clear,20,21,20,100,0,0,0,0,50,30,20,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,15-50cm,60,50-100cm,0,0,0,0,0,0,0,0,100,same rip rap moved slightly,
,Allie_Essert,Natomas,9/17/2019,11:08 AM,2856,164.508,,no,625338,4279104,18.63,18.76,alive,Fwmarsh,3,exact,yes,sprawled,90,0,,,,moving,7_WaterSurface,no,no,light_air,clear,22,22,22,100,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,In shed snake surfaced on N side of wetland and swam across the surface of the water to the other side swam right next to and under kayak then went into the s side,
,Allie_Essert,Natomas,9/17/2019,11:44 AM,2553,164.0825,,no,625185,4278638,21.32,21.25,alive,Fwmarsh,3,exact,no,unknown,unknown,3,,,,not moving,4_Underground,no,no,light_breeze,clear,24,26,21,100,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,same rip rap but moved,
,Allie_Essert,Natomas,9/17/2019,12:21 PM,2772,165.8006,,no,625658,4277771,21.56,21.61,alive,terrestrial,3,exact,no,unknown,unknown,10,,,,not moving,4_Underground,no,no,light_air,clear,26,29,23,100,0,0,0,0,20,70,0,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,less than 15cm,50,less than 15cm,0,0,0,0,0,0,0,0,100,same area but moved NW,
,Allie_Essert,Natomas,9/17/2019,1:17 PM,2818,166.9951,,no,626831,4287356,23.04,25.15,alive,IrrigCanal,3,lessthan 10m,no,sprawled,unknown,0,,,22,moving,"3_VegONOrOverWater, 8_UnderWater",no,no,light_air,clear,24,21,21,90,30,0,0,70,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,15-50cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,near 13091 in canal,
,Allie_Essert,Natomas,9/17/2019,1:04 PM,13091,164.6684,,no,626831,4287340,20.13,19.95,alive,IrrigCanal,3,lessthan 10m,no,sprawled,unknown,0,,,22,moving,"3_VegONOrOverWater, 8_UnderWater",no,no,light_air,clear,24,21,21,80,30,0,0,70,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,15-50cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,same area but moved ,
,Allie_Essert,Natomas,9/17/2019,1:53 PM,2751,164.4191,,no,626824,4287791,16.53,16.32,alive,IrrigCanal,3,lessthan 10m,no,unknown,unknown,3,,,15,not moving,"4_Underground, 6_HiddenUnderVeg",no,no,light_air,clear,25,21,26,90,0,0,0,0,65,30,0,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,50-100cm,20,15-50cm,0,0,0,0,0,0,0,0,100,moved N os sills 415,
,Allie_Essert,Natomas,9/17/2019,2:42 PM,13078,164.5015,,no,626820,4288258,22.07,22.06,alive,IrrigCanal,3,lessthan 10m,no,unknown,unknown,0,,,20,not moving,"6_HiddenUnderVeg , 8_UnderWater",no,no,light_air,clear,26,22,22,70,40,0,10,10,40,0,0,0,100,0,0,0,0,0,0,0,0,50,50cm,0,0,0,0,0,0,50,less than 15cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,
,Allie_Essert,Natomas,9/17/2019,2:23 PM,13151,165.7527,,no,626813,4288163,20.13,20.1,alive,IrrigCanal,3,exact,yes,partly coiled?,10,2,,20,,not moving,6_HiddenUnderVeg,no,no,calm,clear,25,26,21,100,0,0,0,0,60,40,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,15-50cm,70,15-50cm,0,0,0,0,0,0,0,0,100,same area moved slightly,
,Allie_Essert,Natomas,9/17/2019,3:00 PM,2732,166.7325,,no,626784,4288523,16.55,16.66,alive,IrrigCanal,3,exact,no,Unknown,Unknown,1,,10,40,not moving,6_HiddenUnderVeg,no,no,calm,clear,26,33,22,100,10,0,0,50,10,20,0,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,50-100cm,0,0,0,0,0,0,0,0,0,0,15,15-50cm,15,50-100cm,0,0,0,0,0,0,0,0,100,moved n to old canal,
,Allie_Essert,Natomas,9/17/2019,3:53 PM,13121,164.8792,,no,626663,4286186,19.75,19.65,alive,IrrigCanal,3,11-20m,no,Unknown,Unknown,0,,30,,moving?,"3_VegONOrOverWater, 8_UnderWater",no,no,light_breeze,clear,26,22,22,60,30,40,30,0,0,0,0,0,100,0,0,60,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90?,moved all the way to power feet,
,Allie_Essert,Natomas,9/18/2019,10:54,2462,165.5895,,no,627553,4287732,27.39,27.28,alive,IrrigCanal,3,exact,yes,partly coiled,10,2,,,,not moving,6_HiddenUnderVeg,no,no,gentle breeze,less than 50% cloud,20,20,19,100,0,0,0,20,20,60,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,15-50cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,50-100cm,15,15-50cm,0,0,0,0,0,0,0,0,100,,
,Allie_Essert,Natomas,9/18/2019,12:49 PM,13012,165.0145,,no,630445,4287915,22.9,22.83,alive,Fwmarsh,3,lessthan 10m,yes,sprawled?,0-10,0,,,,moving,7_WaterSurface,maybe?,maybe?,light_breeze,less than 50% cloud,24,20,20,70,10,90,0,0,0,0,0,0,100,75,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,same wetland but moved,
,Allie_Essert,Natomas,9/18/2019,12:00 PM,13060,164.7811,,no,630413,4287884,21.47,21.33,alive,Fwmarsh,3,exact,yes,unknown,0,3,20,2,,not moving,4_Underground,no,no,mod_breeze,less than 50% cloud,23,22,20,100,0,0,0,0,20,0,80,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,15-50cm,0,0,0,0,0,0,0,0,0,0,100,,
,Allie_Essert,Natomas,9/18/2019,no time listed,13066,165.6773,,no,630383,4287862,21.71,21.6,alive,Fwmarsh,3,lessthan 10m,yes,sprawled,80,2,18,15,,not moving,"3_VegONOrOverWater, 6_HiddenUnderVeg",no,no,gentle breeze,less than 50% cloud,23,21,20,100,20,5,0,10,5,60,0,0,100,10,0,0,0,0,0,85,greater than 100cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,less than 15cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,
,Allie_Essert,Natomas,9/18/2019,12:25 PM,2891A,164.3583,,no,630407,4287928,21.3,21.25,alive,Fwmarsh,3,exact,yes,sprawled,60,3,,,,not moving,"3_VegONOrOverWater, 6_HiddenUnderVeg",no,yes,mod_breeze,greater than 50% cloud,23,21,20,100,0,0,0,60,0,40,0,0,100,0,0,0,0,0,0,100,greater than 100cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,
,Allie_Essert,Natomas,9/18/2019,1:22 PM,13090,165.9013,,no,630349,4288390,23.35,23.46,alive,Fwmarsh,3,exact,no,unknown,0,3,,40,,not moving,4_Underground,no,no,mod_breeze,greater than 50% cloud,24,29,20,100,0,0,0,0,30,60,0,10,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,less than 15cm,0,0,50,15-50cm,0,0,0,0,0,0,0,0,0,0,100,moved back to underground terrestrial spot,
,Allie_Essert,Natomas,9/18/2019,1:09 PM,2970,165.0515,,yes,630341,4288329,23.35,23.36,probably dead,Fwmarsh,3,10-20m,no,unknown,unknown,0,20,15,,not moving,"3_VegONOrOverWater, 6_HiddenUnderVeg",no,no,gentle breeze,greater than 50% cloud,24,20,20,80,10,0,0,70,0,20,0,0,100,0,0,0,0,0,0,70,greater than 100cm,0,0,0,0,30,greater than 100cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,
,Allie_Essert,Natomas,9/18/2019,2:22 PM,13013,166.9325,,no,630323,4288329,22.51,22.38,alive,Fwmarsh,3,lessthan 10m,no,sprawled,0,0,45,35,,moving,"3_VegONOrOverWater, 8_UnderWater",no,no,gentle breeze,greater than 50% cloud,24,22,22,100,20,0,80,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,15-50cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,in primrose next to 2790,
,Allie_Essert,Natomas,9/18/2019,3:25 PM,2870B,164.9893,,yes,630226,4287952,20.43,20.38,alive,Fwmarsh,3,lessthan 10m,no,unknown,unknown,0,,,,moving,"3_VegONOrOverWater, 8_UnderWater",no,no,mod_breeze,greater than 50% cloud,23,21,21,80,20,10,0,50,0,20,0,0,100,10,0,10,0,0,0,80,greater than 100cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,reciever acting weird,
